"ID","Name","Description","Parent"
"modern_industrialization:steel_packer","[To Pack Or Not To Pack]","Craft a Steel Packer","modern_industrialization:steel_machine_casing"
"modern_industrialization:steel_wiremill","[Neither a Wire nor a Mill]","Craft a Steel Wiremill","modern_industrialization:steel_machine_casing"
"modern_industrialization:superconductor_cable","[Unlimited Power (Transfer)]","Craft a Superconductor Cable to transfer unlimited amount of energy","modern_industrialization:raw_iridium"
"modern_industrialization:titanium_ingot","[Steel but Pink]","Craft a Titanium Ingot","modern_industrialization:kanthal_coil"
"modern_industrialization:turbo_diesel_generator","[Fast and Furious 2 : Revenge]","Craft a Turbo Diesel Generator","modern_industrialization:diesel_generator"
"modern_industrialization:turbo_upgrade","[Gotta go Fast]","Craft a Turbo Upgrade","modern_industrialization:digital_circuit"
"modern_industrialization:vacuum_freezer","[Enslaved Winter]","Craft a Vacuum Freezer","modern_industrialization:electronic_circuit"
"moreachievements:adventure","[More Achievements/Adventure]","Be ready","-"
"moreachievements:animal_expert","[Animal Expert]","Spectate a turtle, panda, llama, parrot, fox and bee through a spyglass, each from at least 25 blocks away","moreachievements:adventure"
"moreachievements:bad_dreams","[Bad Dreams]","Go to bed in a jungle temple","moreachievements:jungle_temple"
"moreachievements:bamboo","[Bamboozled]","Plant 500 bamboo","moreachievements:statistics"
"moreachievements:batman","[Batman!]","Kill 50 bats","moreachievements:statistics"
"moreachievements:burninhell","[Burn In Hell]","Kill a pillager with tnt","moreachievements:mansion"
"moreachievements:cauldron","[Bath In Hell]","Get into a cauldron with water while being in nether","moreachievements:adventure"
"moreachievements:exp","[Path To Wisdom]","Reach 100 experience levels","moreachievements:progress"
"moreachievements:far_lands","[Northern Lights]","Travel over 50.000 blocks in the north","moreachievements:adventure"
"moreachievements:firework_rocket","[Flying Like A Bird]","Use a firework rocket with an elytra","moreachievements:progress"
"moreachievements:goat","[Goat]","Jump 10.000 times","moreachievements:statistics"
"moreachievements:goat_milk","[Mmm.. Goat Juice]","Milk a goat with a bucket","moreachievements:adventure"
"moreachievements:hades","[Hades]","Summon a wither in the nether and kill it","moreachievements:progress"
"moreachievements:hair_cut","[Emergency Hair Cut]","Shear a snow golem while it is on fire","moreachievements:adventure"
"moreachievements:hightotem","[Living The Good Life]","Use a totem above 300 block height","moreachievements:moreachievements"
"moreachievements:iamapillager","[I Am A Pillager]","Murder one of every villager profession with a crossbow","moreachievements:moreachievements"
"moreachievements:invisibility","[You Can't See Me]","Get invisibility effect","moreachievements:progress"
"moreachievements:jungle_temple","[I Wonder Who Built It]","Find a jungle temple","moreachievements:adventure"
"moreachievements:lightning","[A Lot Of Electricity]","Hit a creeper with a channeled lightning","moreachievements:redstone"
"moreachievements:mansion","[So Many Pillagers]","Find a woodland mansion","moreachievements:adventure"
"moreachievements:mending","[Path To Immortality]","Enchant something with mending","moreachievements:progress"
"moreachievements:milehighclub","[Mile High Club!]","Sleep in a bed at 318 block height","moreachievements:adventure"
"moreachievements:moreachievements","[More Achievements/Special]","Be ready","-"
"moreachievements:netherite_block","[Was It Worth It?]","Place a netherite block","moreachievements:progress"
"moreachievements:netherite_pickaxecc","[Close Call]","Have a netherite pickaxe on 1 durability","moreachievements:moreachievements"
"moreachievements:now_what","[Now What?]","Make a pillager break his own crossbow","moreachievements:mansion"
"moreachievements:nuclear_fusion","[Nuclear Fusion]","Strike a creeper, villager, pig and mooshroom with a channeled lightning at once","moreachievements:lightning"
"moreachievements:overachiever","[Overachiever]","Get every achievement from MoreAchievements","moreachievements:statistics"
"moreachievements:painful_fight","[Painful Fight]","Kill an elder guardian with a stick","moreachievements:moreachievements"
"moreachievements:poseidon","[Poseidon]","Kill a drowned using a trident from at least 45 blocks away","moreachievements:moreachievements"
"moreachievements:professional_enchanter","[Professional Enchanter]","Enchant 100 items","moreachievements:statistics"
"moreachievements:progress","[More Achievements/Progress]","Be ready","-"
"moreachievements:redstone","[I Wonder What It's For]","Obtain redstone","moreachievements:progress"
"moreachievements:saveyourdogfromarrow","[Saving Doggo]","Kill a skeleton, which is aiming at a dog","moreachievements:moreachievements"
"moreachievements:sharp_teeth","[Sharp Teeth]","Let a fox pick up your sword","moreachievements:moreachievements"
"moreachievements:snowball","[A Snowball's Chance In Hell]","Throw a snowball at a ghast","moreachievements:moreachievements"
"moreachievements:spookyflower","[Spooky Flower]","Obtain a wither rose","moreachievements:progress"
"moreachievements:statistics","[More Achievements/Statistics]","Be ready","-"
"moreachievements:superman","[Superman!]","Kill a ravager with your fist","moreachievements:progress"
"moreachievements:tank_time","[Tank Time!]","Catch every fish in a bucket","moreachievements:adventure"
"moreachievements:thecure","[The Cure!]","Drink a bottle of honey to cure poison effect","moreachievements:progress"
"moreachievements:tnt","[Bomb Tech]","Craft TNT from gunpowder and sand","moreachievements:redstone"
"moreachievements:weird_creature","[Weird Creature]","Bred a horse and a donkey","moreachievements:moreachievements"
"moreachievements:whatsnext","[What's Next?]","Discover every structure","moreachievements:adventure"
"moreachievements:wheat","[Sweet Home Alabama]","Plant 2000 wheat","moreachievements:statistics"
"morevillagers:all_professions_traded","[Frequent Customer]","Trade with every villager profession","morevillagers:first_trade"
"morevillagers:all_villages","[Town Tourist]","Visit all 5 village types!","morevillagers:first_village"
"morevillagers:all_workstations_get","[Jack Of All Trades]","Obtain every villager workstation.","morevillagers:first_workstation_get"
"morevillagers:buy_map","[Sponsored Voyage]","Buy an Explorer Map from a villager.","morevillagers:first_trade"
"morevillagers:end_trade","[Emeralds to the Moon!]","Trade with the Enderologist in the End dimension.","morevillagers:first_trade"
"morevillagers:first_trade","[First Trade]","Make your first villager trade.","morevillagers:root"
"morevillagers:first_village","[First Village]","Find a village.","morevillagers:root"
"morevillagers:first_workstation_get","[Let's Get To Work]","Find or craft a villager workstation.","morevillagers:root"
"morevillagers:kill_babyvillager","[Even Badder Deal]","Kill a baby villager...","morevillagers:kill_villager"
"morevillagers:kill_villager","[Bad Deal]","Kill a villager...","morevillagers:root"
"morevillagers:map_bastion","[Bastion Explorer Map]","Use a Bastion Explorer Map from the Netherologist to find a Bastion Remnant.","morevillagers:nether_trade"
"morevillagers:map_endcity","[End City Explorer Map]","Use an End City Explorer Map from the Enderologist to find an End City.","morevillagers:end_trade"
"morevillagers:master_trade","[Ace Trainer]","Level up a villager to Master and make a grand purchase.","morevillagers:first_trade"
"morevillagers:nether_trade","[Burning Money]","Trade with the Netherologist in the Nether dimension.","morevillagers:first_trade"
"morevillagers:recipes/blueprint_table","morevillagers:recipes/blueprint_table","<null>","minecraft:recipes/root"
"morevillagers:recipes/decayed_workbench","morevillagers:recipes/decayed_workbench","<null>","minecraft:recipes/root"
"morevillagers:recipes/gardening_table","morevillagers:recipes/gardening_table","<null>","minecraft:recipes/root"
"morevillagers:recipes/hunting_post","morevillagers:recipes/hunting_post","<null>","minecraft:recipes/root"
"morevillagers:recipes/mining_bench","morevillagers:recipes/mining_bench","<null>","minecraft:recipes/root"
"morevillagers:recipes/oceanography_table","morevillagers:recipes/oceanography_table","<null>","minecraft:recipes/root"
"morevillagers:recipes/purpur_altar","morevillagers:recipes/purpur_altar","<null>","minecraft:recipes/root"
"morevillagers:recipes/woodworking_table","morevillagers:recipes/woodworking_table","<null>","minecraft:recipes/root"
"morevillagers:root","[More Villagers Mod]","Your villager journey awaits.","-"
"morevillagers:tame_cat","[Town Pet]","Tame a cat in a village.","morevillagers:first_village"
"mostructures:abandoned_church","[A Forgotten War]","Maybe there's a clue somewhere...","mostructures:root"
"mostructures:barn_house","[A Lonely Farm]","Looks like they left in a hurry...","mostructures:root"
"mostructures:big_pyramid","[The Tomb of the Arrogant]","Maybe you'll find something inside?","mostructures:root"
"mostructures:ice_tower","[Shivering Haunts]","This place seems to attract lots of strays...","mostructures:root"
"mostructures:jungle_pyramid","[The Gem of the Jungle]","Watch out for the priests on the lower level!","mostructures:root"
"mostructures:killer_bunny_castle","[The Killer Bunny of Caerbannog]","Mission: Kill Bunny, Get Loot!","mostructures:root"
"mostructures:lighthouse","[Battlet- err, Lighthouse!]","Get to the top!","mostructures:root"
"mostructures:pillager_factory","[Factories of War]","So... many... pillagers...","mostructures:root"
"mostructures:pirate_ship","[Ahoy, mateys!]","Wait, are those strays??","mostructures:root"
"mostructures:root","[Mo' Structures]","A list of our best structures, just for you!","-"
"mostructures:tavern","[Food & Hospitality]","Eat and rest, traveler! We got you covered.","mostructures:root"
"mostructures:the_castle_in_the_sky","[A Distant Memory in the Sky]","Perhaps the underground dungeon has loot?...","mostructures:root"
"mostructures:village_bazaar","[Sandy Bartering]","Traveling villagers who needed a trading place, in the desert!","mostructures:root"
"mostructures:villager_market","[Where The Tradesmen Go]","A lively place for trading & selling your goods! Also serves as a nice base.","mostructures:root"
"mostructures:villager_tower","[A Veteran's Retirement]","If you find an Iron Golem, salute him. He fought in the Forgotten War...","mostructures:root"
"mythicmetals:adamantite","[Forged From Aether]","Find Adamantite in the deepest part of the deepslate caves","mythicmetals:durasteel"
"mythicmetals:aquarium","[Underwater Expeditions]","Find Aquarium underneath Oceans","mythicmetals:root"
"mythicmetals:aquarium_pearl","[Shiny, Like The Space Dragon]","Obtain an Aquarium Pearl, which can be used to create tridents","mythicmetals:aquarium"
"mythicmetals:banglum","[Legendary Bang]","Find Banglum, the first stepping stone towards other metals","mythicmetals:root"
"mythicmetals:banglum_chunk","[Chunks From Exploding Winds]","Obtain a Banglum chunk, dropped rarely from Banglum Ores","mythicmetals:banglum"
"mythicmetals:bronze","[Bronze Age Collapse]","Forge Bronze, a classic alloy from Copper and Tin","mythicmetals:forge"
"mythicmetals:carmot","[Alchemical Miracle]","Find Carmot around the top of the Deepslate layer","mythicmetals:kyber"
"mythicmetals:celestium","[Unstoppable Force]","Forge Celestium from Star Platinum, Kyber, and Unobtainium","mythicmetals:unobtainium"
"mythicmetals:durasteel","[From a Galaxy, Far Far Away...]","Forge Durasteel, a better steel made from Quadrillum and Manganese","mythicmetals:forgery"
"mythicmetals:forge","[Glorified Alloy Smelter]","Craft a tier one Forge Controller, which lets you smelt multiple raw ores into more ingots","mythicmetals:root"
"mythicmetals:forgery","[I Thought This Was a Smeltery]","Craft a tier two Forge Controller, which can be used for forging mighty alloys","mythicmetals:forge"
"mythicmetals:hallowed","[The Sacred Alloy]","Craft a Hallowed Pickaxe from Hallowed Bars, using the hallowed ores","mythicmetals:adamantite"
"mythicmetals:kyber","[I Thought This Was a Crystal?]","Find Kyber, usually hidden inside Amethyst Geodes","mythicmetals:forgery"
"mythicmetals:legendary_banglum","[Strip Mining Revolution]","Obtain and use the blast mining ability of a Legendary Banglum tool","mythicmetals:banglum_chunk"
"mythicmetals:metallurgium","[Immovable Object]","Forge Metallurgium from Hallowed, Palladium, and Unobtainium","mythicmetals:unobtainium"
"mythicmetals:midas_gold","[GOLD!!!]","Find Midas Gold in The Nether, which can forge any ore into Gold","mythicmetals:forge"
"mythicmetals:mythril","[Dwarven Treasure]","Find Mythril, a hallowed ore common in the upper parts of deepslate caves","mythicmetals:durasteel"
"mythicmetals:orichalcum","[Orcish Strength]","Find Orichalcum, a hallowed ore scattered around the deepslate caves","mythicmetals:durasteel"
"mythicmetals:osmium","[When Can I Make a Windmill?]","Find Osmium high up in the mountains","mythicmetals:root"
"mythicmetals:palladium","[The Hottest Beans]","Find Palladium, usually under the Lava ocean in The Nether","mythicmetals:stormyx"
"mythicmetals:prometheum","[Luxuriant Vegetable]","Find Prometheum deep in Jungles or Lush Caves","mythicmetals:runite"
"mythicmetals:root","[Mythic Metals]","Discover all the ores deep underground","-"
"mythicmetals:runite","[Born Just In Time...]","Find Runite Ore, just below the surface hidden in the walls","mythicmetals:osmium"
"mythicmetals:star_platinum","[The Worlds Most Bizarre Metal]","Forge Star Platinum from Starrite, Platinum, and Carmot","mythicmetals:starrite"
"mythicmetals:starrite","[Fallen Stardrops]","Find Starrite, an abundant crystal usually found in The End","mythicmetals:forgery"
"mythicmetals:steel","[But Steel Is Heavier Than ...]","Forge Steel, a simple alloy from Iron and Manganese","mythicmetals:forge"
"mythicmetals:stormyx","[Diamonds From The Nether]","Find Stormyx hiding deep below the Netherrack and Blackstone","mythicmetals:midas_gold"
"mythicmetals:unobtainium","[How Did You Get This?]","Obtain Unobtainium, usually found deep underground","mythicmetals:hallowed"
"mythicmounts:summoning_staff","mythicmounts:summoning_staff","<null>","minecraft:recipes/root"
"naturescompass:natures_compass","naturescompass:natures_compass","<null>","minecraft:recipes/root"
"naturescompass:natures_compass_log","naturescompass:natures_compass_log","<null>","minecraft:recipes/root"
"naturescompass:natures_compass_sapling","naturescompass:natures_compass_sapling","<null>","minecraft:recipes/root"
"navigator:choose_navigator","[I am Navigator!]","You chose the Navigator profession.","minecraft:story/root"
"paucal:be_patron","paucal:be_patron","<null>","-"
"pfm:grant_book_on_first_join","pfm:grant_book_on_first_join","<null>","-"
"pfm:recipes/building_blocks/acacia_herringbone_planks","pfm:recipes/building_blocks/acacia_herringbone_planks","<null>","minecraft:recipes/root"
"pfm:recipes/building_blocks/birch_herringbone_planks","pfm:recipes/building_blocks/birch_herringbone_planks","<null>","minecraft:recipes/root"
"pfm:recipes/building_blocks/crimson_herringbone_planks","pfm:recipes/building_blocks/crimson_herringbone_planks","<null>","minecraft:recipes/root"
"pfm:recipes/building_blocks/dark_oak_herringbone_planks","pfm:recipes/building_blocks/dark_oak_herringbone_planks","<null>","minecraft:recipes/root"
"pfm:recipes/building_blocks/jungle_herringbone_planks","pfm:recipes/building_blocks/jungle_herringbone_planks","<null>","minecraft:recipes/root"
"pfm:recipes/building_blocks/oak_herringbone_planks","pfm:recipes/building_blocks/oak_herringbone_planks","<null>","minecraft:recipes/root"
"pfm:recipes/building_blocks/spruce_herringbone_planks","pfm:recipes/building_blocks/spruce_herringbone_planks","<null>","minecraft:recipes/root"
"pfm:recipes/building_blocks/warped_herringbone_planks","pfm:recipes/building_blocks/warped_herringbone_planks","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_black_classic_bed","pfm:recipes/pfm.furniture/acacia_black_classic_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_black_simple_bed","pfm:recipes/pfm.furniture/acacia_black_simple_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_blue_classic_bed","pfm:recipes/pfm.furniture/acacia_blue_classic_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_blue_simple_bed","pfm:recipes/pfm.furniture/acacia_blue_simple_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_brown_classic_bed","pfm:recipes/pfm.furniture/acacia_brown_classic_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_brown_simple_bed","pfm:recipes/pfm.furniture/acacia_brown_simple_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_chair","pfm:recipes/pfm.furniture/acacia_chair","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_chair_classic","pfm:recipes/pfm.furniture/acacia_chair_classic","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_chair_dinner","pfm:recipes/pfm.furniture/acacia_chair_dinner","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_chair_modern","pfm:recipes/pfm.furniture/acacia_chair_modern","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_classic_nightstand","pfm:recipes/pfm.furniture/acacia_classic_nightstand","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_classic_stool","pfm:recipes/pfm.furniture/acacia_classic_stool","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_cyan_classic_bed","pfm:recipes/pfm.furniture/acacia_cyan_classic_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_cyan_simple_bed","pfm:recipes/pfm.furniture/acacia_cyan_simple_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_gray_classic_bed","pfm:recipes/pfm.furniture/acacia_gray_classic_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_gray_simple_bed","pfm:recipes/pfm.furniture/acacia_gray_simple_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_green_classic_bed","pfm:recipes/pfm.furniture/acacia_green_classic_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_green_simple_bed","pfm:recipes/pfm.furniture/acacia_green_simple_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_kitchen_cabinet","pfm:recipes/pfm.furniture/acacia_kitchen_cabinet","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_kitchen_counter","pfm:recipes/pfm.furniture/acacia_kitchen_counter","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_kitchen_counter_oven","pfm:recipes/pfm.furniture/acacia_kitchen_counter_oven","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_kitchen_drawer","pfm:recipes/pfm.furniture/acacia_kitchen_drawer","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_kitchen_sink","pfm:recipes/pfm.furniture/acacia_kitchen_sink","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_kitchen_wall_counter","pfm:recipes/pfm.furniture/acacia_kitchen_wall_counter","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_kitchen_wall_drawer","pfm:recipes/pfm.furniture/acacia_kitchen_wall_drawer","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_kitchen_wall_small_drawer","pfm:recipes/pfm.furniture/acacia_kitchen_wall_small_drawer","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_light_blue_classic_bed","pfm:recipes/pfm.furniture/acacia_light_blue_classic_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_light_blue_simple_bed","pfm:recipes/pfm.furniture/acacia_light_blue_simple_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_light_gray_classic_bed","pfm:recipes/pfm.furniture/acacia_light_gray_classic_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_light_gray_simple_bed","pfm:recipes/pfm.furniture/acacia_light_gray_simple_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_lime_classic_bed","pfm:recipes/pfm.furniture/acacia_lime_classic_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_lime_simple_bed","pfm:recipes/pfm.furniture/acacia_lime_simple_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_log_stool","pfm:recipes/pfm.furniture/acacia_log_stool","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_magenta_classic_bed","pfm:recipes/pfm.furniture/acacia_magenta_classic_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_magenta_simple_bed","pfm:recipes/pfm.furniture/acacia_magenta_simple_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_modern_stool","pfm:recipes/pfm.furniture/acacia_modern_stool","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_orange_classic_bed","pfm:recipes/pfm.furniture/acacia_orange_classic_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_orange_simple_bed","pfm:recipes/pfm.furniture/acacia_orange_simple_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_pink_classic_bed","pfm:recipes/pfm.furniture/acacia_pink_classic_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_pink_simple_bed","pfm:recipes/pfm.furniture/acacia_pink_simple_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_purple_classic_bed","pfm:recipes/pfm.furniture/acacia_purple_classic_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_purple_simple_bed","pfm:recipes/pfm.furniture/acacia_purple_simple_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_raw_table_log","pfm:recipes/pfm.furniture/acacia_raw_table_log","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_red_classic_bed","pfm:recipes/pfm.furniture/acacia_red_classic_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_red_simple_bed","pfm:recipes/pfm.furniture/acacia_red_simple_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_simple_bunk_ladder","pfm:recipes/pfm.furniture/acacia_simple_bunk_ladder","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_simple_stool","pfm:recipes/pfm.furniture/acacia_simple_stool","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_table_basic","pfm:recipes/pfm.furniture/acacia_table_basic","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_table_classic","pfm:recipes/pfm.furniture/acacia_table_classic","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_table_dinner","pfm:recipes/pfm.furniture/acacia_table_dinner","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_table_log","pfm:recipes/pfm.furniture/acacia_table_log","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_table_modern_dinner","pfm:recipes/pfm.furniture/acacia_table_modern_dinner","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_white_classic_bed","pfm:recipes/pfm.furniture/acacia_white_classic_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_white_simple_bed","pfm:recipes/pfm.furniture/acacia_white_simple_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_yellow_classic_bed","pfm:recipes/pfm.furniture/acacia_yellow_classic_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/acacia_yellow_simple_bed","pfm:recipes/pfm.furniture/acacia_yellow_simple_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/andesite_chair","pfm:recipes/pfm.furniture/andesite_chair","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/andesite_chair_classic","pfm:recipes/pfm.furniture/andesite_chair_classic","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/andesite_chair_dinner","pfm:recipes/pfm.furniture/andesite_chair_dinner","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/andesite_chair_modern","pfm:recipes/pfm.furniture/andesite_chair_modern","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/andesite_classic_nightstand","pfm:recipes/pfm.furniture/andesite_classic_nightstand","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/andesite_classic_stool","pfm:recipes/pfm.furniture/andesite_classic_stool","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/andesite_kitchen_cabinet","pfm:recipes/pfm.furniture/andesite_kitchen_cabinet","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/andesite_kitchen_counter","pfm:recipes/pfm.furniture/andesite_kitchen_counter","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/andesite_kitchen_counter_oven","pfm:recipes/pfm.furniture/andesite_kitchen_counter_oven","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/andesite_kitchen_drawer","pfm:recipes/pfm.furniture/andesite_kitchen_drawer","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/andesite_kitchen_sink","pfm:recipes/pfm.furniture/andesite_kitchen_sink","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/andesite_kitchen_wall_counter","pfm:recipes/pfm.furniture/andesite_kitchen_wall_counter","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/andesite_kitchen_wall_drawer","pfm:recipes/pfm.furniture/andesite_kitchen_wall_drawer","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/andesite_kitchen_wall_small_drawer","pfm:recipes/pfm.furniture/andesite_kitchen_wall_small_drawer","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/andesite_modern_stool","pfm:recipes/pfm.furniture/andesite_modern_stool","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/andesite_simple_stool","pfm:recipes/pfm.furniture/andesite_simple_stool","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/andesite_table_basic","pfm:recipes/pfm.furniture/andesite_table_basic","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/andesite_table_classic","pfm:recipes/pfm.furniture/andesite_table_classic","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/andesite_table_dinner","pfm:recipes/pfm.furniture/andesite_table_dinner","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/andesite_table_modern_dinner","pfm:recipes/pfm.furniture/andesite_table_modern_dinner","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/arm_chair_leather","pfm:recipes/pfm.furniture/arm_chair_leather","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/basic_cutlery","pfm:recipes/pfm.furniture/basic_cutlery","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/basic_plate","pfm:recipes/pfm.furniture/basic_plate","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/basic_toilet","pfm:recipes/pfm.furniture/basic_toilet","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/birch_black_classic_bed","pfm:recipes/pfm.furniture/birch_black_classic_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/birch_black_simple_bed","pfm:recipes/pfm.furniture/birch_black_simple_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/birch_blue_classic_bed","pfm:recipes/pfm.furniture/birch_blue_classic_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/birch_blue_simple_bed","pfm:recipes/pfm.furniture/birch_blue_simple_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/birch_brown_classic_bed","pfm:recipes/pfm.furniture/birch_brown_classic_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/birch_brown_simple_bed","pfm:recipes/pfm.furniture/birch_brown_simple_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/birch_chair","pfm:recipes/pfm.furniture/birch_chair","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/birch_chair_classic","pfm:recipes/pfm.furniture/birch_chair_classic","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/birch_chair_dinner","pfm:recipes/pfm.furniture/birch_chair_dinner","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/birch_chair_modern","pfm:recipes/pfm.furniture/birch_chair_modern","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/birch_classic_nightstand","pfm:recipes/pfm.furniture/birch_classic_nightstand","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/birch_classic_stool","pfm:recipes/pfm.furniture/birch_classic_stool","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/birch_cyan_classic_bed","pfm:recipes/pfm.furniture/birch_cyan_classic_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/birch_cyan_simple_bed","pfm:recipes/pfm.furniture/birch_cyan_simple_bed","<null>","minecraft:recipes/root"
"pfm:recipes/pfm.furniture/birch_gray_classic_bed","pfm:recipes/pfm.furniture/birch_gray_classic_bed","<null>","minecraft:recipes/root"
